plyer_name,year,season_name,wk,game_date,opp,g,gs,urk
Alle Aldidge,1974,Regular Season,4,10/06,OAK,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,5,10/13,CIN,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,6,10/20,PIT,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,2001,Regular Season,1,09/09,GB,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,2,09/23,CLE,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,3,Bye,,--,--,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,4,10/08,STL,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,5,10/14,MIN,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,6,10/21,TEN,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,7,10/28,CIN,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,1974,Regular Season,7,10/27,DEN,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,8,11/03,SD,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,9,11/10,NE,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,10,11/17,PIT,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,11,11/24,BUF,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,12,12/01,SF,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,13,12/07,DAL,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,1974,Regular Season,14,12/15,HOU,1,--,http://www.nfl.com/player/allenaldridge/2508300/gamelogs
Alle Aldidge,2001,Regular Season,8,11/04,SF,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,9,11/11,TB,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,10,11/18,ARI,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,11,11/22,GB,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,12,12/02,CHI,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,13,12/09,TB,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,14,12/16,MIN,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,15,12/23,PIT,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,16,12/30,CHI,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alle Aldidge,2001,Regular Season,17,01/06,DAL,1,1,http://www.nfl.com/player/allenaldridge/2499377/gamelogs
Alex Albigh,2013,Preseason,0,08/04,MIA,0,0,http://www.nfl.com/player/alexalbright/2530939/gamelogs
Alex Albigh,2013,Preseason,1,08/09,OAK,0,0,http://www.nfl.com/player/alexalbright/2530939/gamelogs
Alex Albigh,2013,Preseason,2,08/17,ARI,0,0,http://www.nfl.com/player/alexalbright/2530939/gamelogs
Ted Albech,1981,Regular Season,1,09/06,GB,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,2,09/13,SF,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,3,09/20,TB,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,4,09/28,LA,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,5,10/04,MIN,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,6,10/11,WAS,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,7,10/19,DET,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,8,10/25,SD,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,9,11/01,TB,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,10,11/08,KC,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,11,11/15,GB,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,12,11/22,DET,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,13,11/26,DAL,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,14,12/06,MIN,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,15,12/13,OAK,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Ted Albech,1981,Regular Season,16,12/20,DEN,1,--,http://www.nfl.com/player/tedalbrecht/2508291/gamelogs
Tev Albes,1996,Regular Season,1,09/01,ARI,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,2,09/08,NYJ,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,3,09/15,DAL,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,4,09/23,MIA,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,5,Bye,,--,--,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,6,10/06,BUF,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,7,10/13,BAL,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,8,10/20,NE,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,9,10/27,WAS,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,10,11/03,SD,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,11,11/10,MIA,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,12,11/17,NYJ,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,13,11/24,NE,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,14,12/01,BUF,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,15,12/05,PHI,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,16,12/15,KC,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,17,12/22,CIN,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,18,12/29,PIT,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,1,09/01,ARI,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,2,09/08,NYJ,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,3,09/15,DAL,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,4,09/23,MIA,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,5,Bye,,--,--,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,6,10/06,BUF,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,7,10/13,BAL,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,8,10/20,NE,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,9,10/27,WAS,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,10,11/03,SD,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,11,11/10,MIA,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,12,11/17,NYJ,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,13,11/24,NE,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,14,12/01,BUF,1,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,15,12/05,PHI,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,16,12/15,KC,1,1,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,17,12/22,CIN,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Tev Albes,1996,Regular Season,18,12/29,PIT,0,0,http://www.nfl.com/player/trevalberts/2499373/gamelogs
Segio Albe,1974,Regular Season,1,09/15,PHI,0,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,2,09/22,WAS,0,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,3,09/29,CLE,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,4,10/06,SF,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,5,10/13,DAL,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,6,10/20,HOU,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,7,10/27,WAS,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,8,11/03,DAL,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,9,11/11,MIN,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,10,11/17,PHI,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,11,11/24,NYG,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,12,12/01,KC,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,13,12/08,NO,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,14,12/15,NYG,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,15,12/21,MIN,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,1,09/15,PHI,0,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,2,09/22,WAS,0,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,3,09/29,CLE,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,4,10/06,SF,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,5,10/13,DAL,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,6,10/20,HOU,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,7,10/27,WAS,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,8,11/03,DAL,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,9,11/11,MIN,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,10,11/17,PHI,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,11,11/24,NYG,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,12,12/01,KC,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,13,12/08,NO,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,14,12/15,NYG,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Segio Albe,1974,Regular Season,15,12/21,MIN,1,--,http://www.nfl.com/player/sergioalbert/2508289/gamelogs
Bade Albe,2016,Preseason,1,08/12,NYG,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,08/19,DAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,08/25,ATL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/01,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,1,09/11,SEA,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,09/18,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,09/25,CLE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/29,CIN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,5,10/09,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,6,10/16,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,7,10/23,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,8,Bye,,--,,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,9,11/06,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,10,11/13,SD,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,11,11/20,LA,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,12,11/27,SF,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,13,12/04,BAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,14,12/11,ARI,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,15,12/17,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,16,12/24,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,17,01/01,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,18,01/08,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,1,08/12,NYG,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,08/19,DAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,08/25,ATL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/01,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,1,09/11,SEA,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,09/18,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,09/25,CLE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/29,CIN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,5,10/09,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,6,10/16,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,7,10/23,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,8,Bye,,--,,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,9,11/06,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,10,11/13,SD,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,11,11/20,LA,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,12,11/27,SF,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,13,12/04,BAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,14,12/11,ARI,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,15,12/17,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,16,12/24,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,17,01/01,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,18,01/08,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,1,08/12,NYG,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,08/19,DAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,08/25,ATL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/01,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,1,09/11,SEA,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,2,09/18,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,3,09/25,CLE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,4,09/29,CIN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,5,10/09,TEN,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,6,10/16,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,7,10/23,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,8,Bye,,--,,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,9,11/06,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,10,11/13,SD,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,11,11/20,LA,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,12,11/27,SF,0,0,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,13,12/04,BAL,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,14,12/11,ARI,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,15,12/17,NYJ,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,16,12/24,BUF,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,17,01/01,NE,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Bade Albe,2016,Preseason,18,01/08,PIT,1,1,http://www.nfl.com/player/brandenalbert/660/gamelogs
Toy Albea,2002,Preseason,1,08/10,SEA,1,0,http://www.nfl.com/player/troyalbea/2504375/gamelogs
Toy Albea,2002,Preseason,2,08/17,CIN,0,0,http://www.nfl.com/player/troyalbea/2504375/gamelogs
Josh Aladeoye,2014,Preseason,1,08/07,SD,1,0,http://www.nfl.com/player/joshaladenoye/2550314/gamelogs
Josh Aladeoye,2014,Preseason,2,08/16,BAL,1,0,http://www.nfl.com/player/joshaladenoye/2550314/gamelogs
Josh Aladeoye,2014,Preseason,3,08/23,MIA,1,0,http://www.nfl.com/player/joshaladenoye/2550314/gamelogs
Josh Aladeoye,2014,Preseason,4,08/28,DEN,1,0,http://www.nfl.com/player/joshaladenoye/2550314/gamelogs
Ikaika Alama-Facis,2012,Preseason,2,08/18,HOU,0,0,http://www.nfl.com/player/ikaikaalama-francis/2507178/gamelogs
Ikaika Alama-Facis,2012,Preseason,3,08/26,DEN,1,0,http://www.nfl.com/player/ikaikaalama-francis/2507178/gamelogs
Ikaika Alama-Facis,2012,Preseason,4,08/30,SD,1,1,http://www.nfl.com/player/ikaikaalama-francis/2507178/gamelogs
Ahoy Alabi,2009,Preseason,1,08/15,TEN,1,0,http://www.nfl.com/player/anthonyalabi/2506497/gamelogs
Ahoy Alabi,2009,Preseason,2,08/22,JAC,1,0,http://www.nfl.com/player/anthonyalabi/2506497/gamelogs
Ahoy Alabi,2009,Preseason,3,08/27,MIA,1,0,http://www.nfl.com/player/anthonyalabi/2506497/gamelogs
Ahoy Alabi,2009,Preseason,4,09/04,HOU,1,1,http://www.nfl.com/player/anthonyalabi/2506497/gamelogs
Tui Alailefaleula,2007,Preseason,2,08/19,BAL,1,0,http://www.nfl.com/player/tuialailefaleula/2506834/gamelogs
Tui Alailefaleula,2007,Preseason,3,08/25,NYJ,1,0,http://www.nfl.com/player/tuialailefaleula/2506834/gamelogs
Tui Alailefaleula,2007,Preseason,4,08/30,NE,1,0,http://www.nfl.com/player/tuialailefaleula/2506834/gamelogs
Elvis Akpla,2012,Preseason,1,08/09,PIT,1,0,http://www.nfl.com/player/elvisakpla/2535998/gamelogs
Elvis Akpla,2012,Preseason,2,08/20,NE,1,0,http://www.nfl.com/player/elvisakpla/2535998/gamelogs
Elvis Akpla,2012,Preseason,3,08/24,CLE,1,0,http://www.nfl.com/player/elvisakpla/2535998/gamelogs
Mike Akiu,1986,Regular Season,6,10/12,CHI,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,7,10/19,CIN,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,8,10/26,RAI,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,9,11/02,MIA,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,10,11/09,CIN,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,11,11/16,PIT,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,12,11/23,IND,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,13,11/30,CLE,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,14,12/07,SD,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,15,12/14,MIN,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Mike Akiu,1986,Regular Season,16,12/21,BUF,1,--,http://www.nfl.com/player/mikeakiu/2508282/gamelogs
Deek Akue,2016,Preseason,1,08/13,LA,1,0,http://www.nfl.com/player/derekakunne/2553749/gamelogs
Deek Akue,2016,Preseason,2,08/19,MIA,1,0,http://www.nfl.com/player/derekakunne/2553749/gamelogs
Deek Akue,2016,Preseason,3,08/25,SEA,1,0,http://www.nfl.com/player/derekakunne/2553749/gamelogs
Deek Akue,2016,Preseason,4,09/01,HOU,1,1,http://www.nfl.com/player/derekakunne/2553749/gamelogs
Chis Akis,2003,Regular Season,1,09/07,BUF,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,2,09/14,PHI,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,3,09/21,NYJ,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,4,09/28,WAS,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,5,10/05,TEN,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,6,10/12,NYG,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,7,10/19,MIA,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,8,10/26,CLE,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,9,11/03,DEN,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,10,Bye,,--,--,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,11,11/16,DAL,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,12,11/23,HOU,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,13,11/30,IND,0,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,14,12/07,MIA,0,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,15,12/14,JAC,0,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,16,12/20,NYJ,0,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,17,12/27,BUF,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
David Akiiyi,2011,Preseason,1,08/13,TEN,1,0,http://www.nfl.com/player/davidakinniyi/2530476/gamelogs
David Akiiyi,2011,Preseason,2,08/20,SEA,1,0,http://www.nfl.com/player/davidakinniyi/2530476/gamelogs
David Akiiyi,2011,Preseason,3,08/27,DAL,1,0,http://www.nfl.com/player/davidakinniyi/2530476/gamelogs
David Akiiyi,2011,Preseason,4,09/01,HOU,1,0,http://www.nfl.com/player/davidakinniyi/2530476/gamelogs
Chis Akis,2003,Regular Season,19,01/10,TEN,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,20,01/18,IND,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,21,02/01,CAR,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,1,09/07,BUF,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
Chis Akis,2003,Regular Season,2,09/14,PHI,1,0,http://www.nfl.com/player/chrisakins/2499372/gamelogs
